548	Use eighth notes on just one beat in bars 1–4, then descend in bars 5–8. Release tension on the long note after changing strings.
549	Two-String Round Trip to the Root
550	Connect two notes on one beat to a long destination note. Check the final A in bars 1, 6, 7, and 8, and mute strings you have left.
551	Pentatonic String-Skipping Response
552	Skip strings in two-note groups in bars 1–4, then alternate single notes in bars 5–6. Use both hands to mute skipped strings.
553	Offbeats with String Skipping
554	Connect an opening rest and sixteenth-note leaps to a long note. Leave the first half-beat empty in bars 1, 2, 5, and 6, and keep the volume even after string skips.
555	Distinguish C and Am Chord Tones
556	Distinguish C–E–G in bars 1, 3, 5, and 7 from A–C–E in bars 2, 4, and 6. Return to C in bar 8. Separate each note rather than holding a ringing accompaniment chord.
557	Connect Thirds and Sevenths
558	Connect the 3rds and 7ths of Dm7→G7→Cmaj7. Prepare F→B from bars 1→2 and B→E from bars 2→3. In bars 5–8, change the starting note while tracing the same harmony. Mute the intervening strings when moving up an octave from E at string 5, fret 7 at the end of bar 7 to E at string 2, fret 5 at the start of bar 8.
559	Hammer-on and Pull-off Response
560	Apply H–H–P to the first four notes of bars 1–7, using the short response you learned earlier. Pick only the first note and rest on the last beat to hear the phrase end.
561	Compare Picked and {value1} Note Volume
562	Pick on beat 1 and use {value1} for the two notes on beat 2. Move to string 2 in bars 3–4, keep the volume even, and hold the final half note for its full length.
563	{value1} with a Mid-Bar String Change
564	Change strings on beat 3. In bars 1–2, practice picking the first note on the new string separately from muting the previous string.
565	{value1}: Control Density and Arrival
566	Connect the four notes on beat 1 with {value1}, change strings on beat 2, and sustain through beats 3–4. Control the destination note's length and volume independently of the fast run.
567	Land on Target Notes at Chord Changes
568	Develop a Motif through the Harmony
569	Target Notes, Rests, and Legato Mini Solo
570	End each bar on a long chord tone. First practice the E/A/A/G arrivals in bars 1–4 and C/A/F/C in bars 5–8 separately.
